time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),sunshine_duration (s),daylight_duration (s),shortwave_radiation_sum (MJ/m²)
1995-02-27,21.4,25.7,18.0,20305.21,41952.67,10.67
1995-02-28,22.2,26.6,19.0,29351.36,42029.31,13.17
1995-03-01,23.6,29.9,17.8,38885.59,42106.03,19.93
1995-03-02,23.4,29.8,17.1,38913.86,42182.74,22.41
1995-03-03,24.5,30.6,17.5,38941.76,42259.39,22.14
1995-03-04,24.4,30.5,17.5,38969.30,42335.93,21.68
1995-03-05,24.6,30.9,17.1,39003.68,42412.29,22.54
1995-03-06,25.5,31.3,19.5,39023.70,42488.52,21.51
1995-03-07,23.9,29.8,19.3,36808.29,42565.20,14.88
1995-03-08,24.5,29.8,19.0,39134.74,42642.40,21.69
1995-03-09,25.0,30.8,19.8,39153.87,42720.05,21.02
1995-03-10,24.3,30.3,19.0,39171.69,42798.10,21.20
1995-03-11,24.4,29.2,18.9,39188.27,42876.50,20.47
1995-03-12,24.7,30.6,18.5,39376.52,42955.18,19.18
1995-03-13,24.2,30.9,17.6,39329.04,43034.10,23.53
1995-03-14,25.3,32.1,17.1,39220.14,43113.20,23.69
1995-03-15,26.1,32.8,19.5,39715.29,43192.43,23.89
1995-03-16,27.4,33.7,19.8,39836.02,43271.74,23.68
1995-03-17,27.4,33.0,21.4,39960.41,43351.07,22.18
1995-03-18,28.0,34.5,21.0,39579.77,43430.36,22.41
1995-03-19,28.6,35.3,21.3,40011.59,43509.57,23.81
1995-03-20,29.3,36.1,21.8,40247.87,43588.65,24.05
1995-03-21,30.0,36.4,23.4,40383.34,43667.54,22.84
1995-03-22,29.8,36.6,23.0,40632.30,43746.17,24.40
1995-03-23,29.7,37.1,22.5,40888.21,43824.52,24.73
1995-03-24,30.4,37.8,22.8,41036.35,43902.50,24.59
1995-03-25,30.7,37.9,24.6,41187.08,43980.09,22.45
1995-03-26,29.3,36.1,23.7,39892.88,44057.31,23.01
1995-03-27,27.0,32.8,21.9,39938.22,44134.72,18.30
1995-03-28,27.7,32.7,21.5,41531.74,44212.35,21.70
1995-03-29,30.0,35.9,24.3,41662.65,44290.17,22.74
1995-03-30,29.7,36.6,25.7,41350.77,44368.12,21.75
1995-03-31,30.3,36.3,25.5,41759.73,44446.16,22.18
1995-04-01,29.6,35.4,25.4,40634.05,44524.23,21.19
1995-04-02,29.6,35.3,24.8,40891.52,44602.29,22.61
1995-04-03,29.6,36.2,23.3,41023.33,44680.27,23.36
1995-04-04,28.8,35.2,22.9,42056.11,44758.13,21.91
1995-04-05,28.0,34.9,23.6,38082.55,44835.83,22.47
1995-04-06,29.7,36.8,23.3,42167.85,44913.30,25.16
1995-04-07,30.3,37.5,25.0,42223.16,44990.49,24.73
1995-04-08,31.4,39.0,25.5,42277.99,45067.35,25.88
1995-04-09,30.8,37.0,25.6,42332.27,45143.83,24.17
1995-04-10,30.7,36.6,26.5,41304.55,45219.88,23.32
1995-04-11,30.4,35.5,26.1,42438.85,45295.41,22.25
1995-04-12,31.1,37.9,26.0,42490.99,45370.41,22.93
1995-04-13,31.4,37.1,25.9,42542.27,45444.79,23.08
1995-04-14,31.4,38.3,26.4,42592.60,45518.50,24.70
1995-04-15,29.3,36.9,23.8,39041.90,45591.59,22.78
1995-04-16,30.8,38.1,25.7,41162.29,45664.57,24.41
1995-04-17,31.6,39.0,25.6,42739.07,45737.48,25.40
1995-04-18,31.9,39.1,26.2,42787.24,45810.28,25.28
1995-04-19,32.4,39.9,26.0,42835.06,45882.91,25.51
1995-04-20,31.9,39.5,25.4,40703.21,45955.32,24.83
1995-04-21,30.3,35.4,25.1,42929.47,46027.46,24.68
1995-04-22,32.0,37.6,26.0,42975.93,46099.27,22.86
1995-04-23,32.6,39.0,26.8,43021.83,46170.70,24.35
1995-04-24,32.7,39.8,27.2,43067.11,46241.69,24.65
1995-04-25,32.5,39.4,27.5,43111.71,46312.18,25.41
1995-04-26,32.2,39.3,27.4,40702.45,46382.11,25.80
1995-04-27,31.6,37.4,27.3,43198.65,46451.43,25.62
1995-04-28,32.0,38.1,27.4,43200.00,46520.07,25.82
1995-04-29,32.6,40.2,27.7,43200.00,46587.97,25.34
1995-04-30,33.8,41.3,27.6,43200.00,46655.08,25.94
1995-05-01,33.0,39.8,28.4,41446.72,46721.33,23.66
1995-05-02,32.9,39.1,28.1,43200.00,46786.64,25.56
1995-05-03,32.6,38.6,28.3,43200.00,46850.97,25.30
1995-05-04,32.6,38.1,28.4,43200.00,46914.24,24.30
1995-05-05,32.5,38.0,28.6,43200.00,46976.47,24.89
1995-05-06,32.1,38.3,28.3,43200.00,47038.15,25.82
1995-05-07,31.5,36.4,27.9,42609.69,47099.32,23.56
1995-05-08,31.3,36.1,27.7,40675.37,47159.91,19.64
1995-05-09,30.5,34.0,27.6,25000.81,47219.88,14.13
1995-05-10,27.1,30.1,24.4,0.00,47279.18,4.88
1995-05-11,26.9,30.7,25.2,7118.04,47337.75,10.14
1995-05-12,26.5,30.1,25.2,13915.72,47395.52,8.87
1995-05-13,26.2,27.3,25.2,0.00,47452.45,5.18
1995-05-14,26.9,29.2,25.5,8065.71,47508.48,8.64
1995-05-15,27.5,29.9,26.0,13779.31,47563.55,9.95
1995-05-16,26.1,26.4,25.7,0.00,47617.59,1.57
1995-05-17,28.4,31.9,25.6,10466.86,47670.56,11.52
1995-05-18,30.3,36.0,25.0,42780.32,47722.38,24.28
1995-05-19,29.6,34.7,24.6,43248.77,47772.99,26.95
1995-05-20,29.9,34.0,27.0,43245.70,47822.34,23.61
1995-05-21,30.4,34.9,26.6,43242.51,47870.36,26.02
1995-05-22,30.5,35.5,26.5,43239.24,47916.98,26.98
1995-05-23,30.3,34.5,27.2,43235.89,47962.14,25.78
1995-05-24,30.4,34.7,27.4,43232.47,48005.79,23.98
1995-05-25,30.7,34.8,27.8,43321.55,48047.91,25.20
1995-05-26,31.7,36.6,27.8,43319.13,48088.87,26.76
1995-05-27,31.8,37.0,27.9,43411.57,48128.70,26.68
1995-05-28,31.7,36.7,27.9,43313.88,48167.35,26.79
1995-05-29,31.1,35.9,28.0,43311.05,48204.79,24.66
1995-05-30,30.7,35.0,27.9,43209.54,48240.99,22.12
1995-05-31,30.4,34.2,27.9,41430.55,48275.89,19.19
1995-06-01,30.6,34.4,28.0,42077.92,48309.48,18.93
1995-06-02,30.6,33.9,28.3,40406.31,48341.70,16.41
1995-06-03,30.3,33.1,28.6,13109.99,48372.52,11.84
1995-06-04,30.2,33.1,28.3,30779.49,48401.89,14.74
1995-06-05,30.1,32.5,28.5,10732.49,48429.79,11.15
1995-06-06,30.5,33.6,27.7,24842.09,48456.16,12.70
1995-06-07,29.9,32.9,27.9,22512.29,48480.98,12.63
1995-06-08,30.1,34.2,26.6,33724.14,48504.21,16.77
1995-06-09,28.4,31.1,26.2,1536.09,48525.80,8.63
1995-06-10,28.8,32.1,26.3,369.17,48545.72,9.15
1995-06-11,28.9,32.9,26.6,3616.09,48563.93,9.62
1995-06-12,29.1,32.2,27.2,947.94,48580.40,6.94
1995-06-13,29.5,31.4,27.9,33891.41,48595.09,12.98
1995-06-14,29.8,33.2,27.8,43184.62,48607.98,22.01
1995-06-15,30.2,33.3,28.1,42285.03,48619.18,22.02
1995-06-16,30.1,32.7,28.6,40370.23,48628.71,17.01
1995-06-17,29.6,32.1,28.3,18656.54,48636.58,12.76
1995-06-18,29.0,31.1,27.9,10272.79,48642.78,11.16
1995-06-19,29.9,33.8,27.9,34117.53,48647.32,18.29
1995-06-20,28.0,29.8,26.0,2414.09,48650.21,9.15
1995-06-21,28.7,32.7,26.1,43200.00,48651.45,19.48
1995-06-22,27.6,30.6,26.0,22618.87,48651.03,12.54
1995-06-23,28.1,29.8,26.0,27429.94,48648.98,12.53
1995-06-24,28.6,32.4,26.4,43200.00,48645.30,20.38
1995-06-25,27.4,30.5,25.4,20136.04,48639.99,10.93
1995-06-26,27.2,30.6,25.4,28237.47,48633.07,12.86
1995-06-27,28.5,31.6,25.7,42278.90,48624.54,18.91
1995-06-28,28.5,31.1,26.6,40563.82,48614.39,17.04
1995-06-29,28.5,31.5,26.6,38823.84,48602.67,16.15
1995-06-30,28.4,31.2,26.7,21832.45,48589.36,13.71
1995-07-01,28.1,31.1,26.3,4901.14,48574.48,9.45
1995-07-02,27.8,31.6,25.6,14500.81,48558.04,11.57
1995-07-03,27.7,30.5,25.5,3213.35,48540.05,6.55
1995-07-04,29.6,31.7,26.9,12429.88,48520.49,12.27
1995-07-05,29.3,31.1,27.5,503.65,48499.17,9.63
1995-07-06,28.7,31.3,26.9,23816.79,48476.08,13.54
1995-07-07,28.8,31.9,26.7,41573.93,48451.28,19.51
1995-07-08,29.1,32.9,26.7,42678.59,48424.82,20.30
1995-07-09,28.8,32.3,26.6,33075.56,48396.74,18.75
1995-07-10,27.6,30.9,26.0,29988.45,48367.09,15.23
1995-07-11,27.6,29.9,25.7,21910.63,48335.92,13.48
1995-07-12,27.8,30.7,26.0,30993.39,48303.27,12.85
1995-07-13,27.9,31.7,25.8,25592.58,48269.20,14.52
1995-07-14,27.5,30.4,25.9,24903.42,48233.75,12.50
1995-07-15,27.7,30.4,25.5,34688.37,48196.97,14.73
1995-07-16,27.6,30.5,25.6,18795.30,48158.91,11.31
1995-07-17,27.2,30.3,25.6,4397.40,48119.60,7.75
1995-07-18,26.6,29.2,25.3,9653.34,48079.11,8.76
1995-07-19,26.2,28.3,25.1,0.00,48037.47,6.81
1995-07-20,26.4,28.5,24.9,16553.13,47994.74,10.36
1995-07-21,26.5,29.3,25.0,11977.10,47950.96,10.41
1995-07-22,26.8,29.1,25.2,18232.76,47906.16,9.42
1995-07-23,27.6,30.1,25.3,40954.11,47860.41,16.27
1995-07-24,28.4,31.0,25.6,43197.40,47813.66,20.00
1995-07-25,29.1,32.0,26.2,42884.56,47765.52,19.44
1995-07-26,29.3,33.4,26.2,33114.75,47715.98,20.21
1995-07-27,27.5,32.2,25.3,22951.29,47665.09,14.37
1995-07-28,27.4,30.3,25.3,23807.51,47612.94,11.49
1995-07-29,28.4,31.6,25.8,37120.90,47559.57,18.19
1995-07-30,29.0,32.2,26.0,27894.94,47505.07,16.62
1995-07-31,26.9,29.5,25.5,10341.47,47449.48,9.19
1995-08-01,27.6,31.4,25.4,18110.90,47392.88,11.55
1995-08-02,27.6,30.6,25.4,33168.15,47335.32,13.70
1995-08-03,26.6,29.1,25.5,3011.32,47276.86,7.53
1995-08-04,28.1,31.3,25.5,36491.46,47217.58,16.10
1995-08-05,28.2,31.1,26.1,31085.52,47157.52,14.81
1995-08-06,28.1,31.9,25.9,25255.40,47096.74,14.73
1995-08-07,27.4,29.9,25.5,8295.73,47035.30,9.89
1995-08-08,27.0,29.7,25.6,9618.34,46973.26,8.97
1995-08-09,27.4,29.7,25.7,34805.32,46910.68,13.63
1995-08-10,28.0,30.3,25.8,39696.85,46847.60,16.50
1995-08-11,28.3,32.2,26.4,35798.40,46784.08,16.26
1995-08-12,28.7,32.3,26.8,22237.84,46720.18,13.11
1995-08-13,29.2,31.4,27.3,5426.05,46655.86,11.52
1995-08-14,29.5,33.5,26.5,41473.30,46590.64,22.26
1995-08-15,27.5,29.5,25.4,2487.30,46524.46,8.92
1995-08-16,26.9,29.9,25.2,3648.81,46457.43,8.77
1995-08-17,26.9,30.0,25.2,13658.74,46389.58,10.05
1995-08-18,28.0,30.9,25.3,37131.21,46320.98,15.48
1995-08-19,27.8,30.9,25.8,23291.90,46251.69,13.29
1995-08-20,27.3,30.4,25.5,25514.81,46181.77,12.82
1995-08-21,27.1,29.7,25.3,17069.62,46111.27,11.96
1995-08-22,27.1,29.3,25.2,2543.33,46040.27,9.49
1995-08-23,27.6,30.3,25.5,31723.22,45968.79,13.00
1995-08-24,27.6,31.7,25.3,25011.42,45896.91,15.11
1995-08-25,27.9,31.4,25.6,35243.96,45824.67,16.59
1995-08-26,28.5,31.9,25.9,41455.96,45752.14,18.50
1995-08-27,28.6,32.1,26.0,41308.13,45679.36,18.83
1995-08-28,28.5,31.7,26.0,39248.62,45606.38,17.15
1995-08-29,28.0,31.2,25.8,32528.52,45533.27,14.46
1995-08-30,27.9,30.4,25.8,38134.54,45460.05,14.31
1995-08-31,27.6,30.9,26.0,26952.48,45386.80,15.21
1995-09-01,27.2,30.2,25.3,16489.57,45313.55,11.15
1995-09-02,26.8,28.4,25.3,8972.75,45240.26,8.25
1995-09-03,26.6,28.5,25.4,3783.65,45166.43,7.46
1995-09-04,27.1,30.7,25.0,14356.72,45092.02,10.99
1995-09-05,26.6,29.3,25.1,15910.57,45017.09,10.28
1995-09-06,27.0,29.8,25.1,19503.24,44941.69,9.72
1995-09-07,28.2,32.2,25.6,41120.62,44865.87,18.95
1995-09-08,28.3,32.1,25.6,42186.36,44789.68,17.69
1995-09-09,28.4,32.3,25.8,31322.65,44713.18,17.35
1995-09-10,28.0,32.1,25.5,34987.38,44636.41,17.97
1995-09-11,27.6,31.2,25.4,33818.02,44559.42,18.84
1995-09-12,27.3,30.9,25.0,29239.04,44482.26,15.56
1995-09-13,27.8,31.4,25.0,40763.60,44404.98,16.87
1995-09-14,28.7,32.0,25.5,41732.91,44327.63,19.79
1995-09-15,28.6,32.9,25.7,41124.88,44250.26,19.85
1995-09-16,26.6,30.1,25.2,3942.44,44172.91,7.63
1995-09-17,26.3,28.0,25.4,8610.63,44095.63,7.85
1995-09-18,27.4,29.7,25.8,30863.46,44018.47,14.94
1995-09-19,27.7,31.2,25.6,31181.71,43941.47,13.93
1995-09-20,28.1,30.9,26.1,32525.62,43864.69,15.66
1995-09-21,27.9,31.7,26.1,31955.70,43788.16,16.44
1995-09-22,27.8,30.9,25.6,36710.78,43711.84,16.76
1995-09-23,27.4,31.0,25.1,29869.68,43635.22,13.33
1995-09-24,26.3,29.9,24.8,13504.07,43558.24,9.23
1995-09-25,26.0,29.6,24.9,12738.62,43480.97,9.44
1995-09-26,26.0,27.8,25.0,3313.57,43403.45,6.42
1995-09-27,26.0,28.0,25.0,13156.81,43325.72,7.52
1995-09-28,26.7,29.9,24.9,30858.74,43247.86,13.60
1995-09-29,26.5,29.9,23.4,27447.24,43169.89,12.60
1995-09-30,26.4,29.8,23.1,40090.33,43091.89,16.62
1995-10-01,27.4,31.1,23.5,39701.38,43013.89,18.88
1995-10-02,27.8,31.3,23.8,38246.33,42935.95,19.58
1995-10-03,27.6,31.3,24.9,38047.55,42858.12,17.36
1995-10-04,27.6,31.3,25.3,38431.97,42780.45,18.41
1995-10-05,27.7,31.2,24.9,36798.99,42703.00,17.79
1995-10-06,26.7,31.2,24.6,36956.10,42625.80,14.41
1995-10-07,26.3,29.6,24.5,24036.34,42548.94,12.35
1995-10-08,25.6,27.7,24.5,14099.86,42472.44,9.44
1995-10-09,25.6,28.1,24.3,801.55,42396.36,6.25
1995-10-10,26.6,30.3,24.2,36073.52,42320.77,14.07
1995-10-11,26.5,30.2,24.1,34569.11,42245.70,14.59
1995-10-12,26.7,30.7,24.0,35922.93,42171.12,17.00
1995-10-13,27.3,31.2,24.3,37185.77,42096.46,17.17
1995-10-14,27.8,31.5,24.3,37163.45,42021.66,17.45
1995-10-15,28.1,31.9,24.7,37205.54,41946.79,18.29
1995-10-16,27.9,31.7,24.7,37429.56,41871.91,18.10
1995-10-17,27.7,31.4,24.4,36814.05,41797.08,17.50
1995-10-18,26.1,29.3,24.2,32481.56,41722.35,12.78
1995-10-19,26.1,29.8,23.8,35470.88,41647.78,12.41
1995-10-20,25.6,28.4,23.8,26223.38,41573.45,10.67
1995-10-21,25.4,28.3,23.5,15448.09,41499.41,9.48
1995-10-22,25.6,29.3,23.7,26839.75,41425.72,13.39
1995-10-23,26.0,30.3,21.9,36706.12,41352.45,18.22
1995-10-24,24.6,29.6,19.5,37409.73,41279.66,19.93
1995-10-25,23.0,28.4,18.5,37521.59,41207.41,20.17
1995-10-26,23.0,28.1,18.3,37515.99,41135.79,20.06
1995-10-27,23.8,28.6,18.9,37281.93,41064.84,19.82
1995-10-28,24.1,29.4,19.9,37164.50,40994.64,19.65
1995-10-29,25.1,29.6,19.8,37272.34,40925.26,19.13
1995-10-30,23.8,25.6,22.5,0.00,40856.77,3.79
1995-10-31,23.7,26.0,22.3,11025.48,40789.24,7.31
1995-11-01,22.7,24.2,21.6,0.00,40722.63,3.96
1995-11-02,24.8,29.4,21.1,36604.97,40656.34,17.14
1995-11-03,23.2,28.6,17.8,36815.92,40590.30,19.04
1995-11-04,22.6,28.3,17.6,36812.60,40524.60,19.19
1995-11-05,23.1,28.7,17.6,36706.06,40459.29,19.01
1995-11-06,23.3,29.0,18.3,36601.99,40394.45,18.70
1995-11-07,24.3,29.8,18.3,36219.10,40330.15,17.55
1995-11-08,26.4,30.8,21.9,32860.84,40266.45,16.11
1995-11-09,24.4,25.0,23.6,0.00,40203.43,1.29
1995-11-10,25.3,28.7,22.4,33038.50,40141.16,13.52
1995-11-11,23.7,27.5,19.6,34761.77,40079.73,13.23
1995-11-12,22.6,27.1,19.1,36309.52,40019.19,17.23
1995-11-13,22.5,26.6,18.7,36221.08,39959.63,14.25
1995-11-14,23.0,27.9,18.6,36136.19,39901.12,16.43
1995-11-15,23.2,27.9,19.1,36139.52,39843.75,17.18
1995-11-16,24.3,28.4,20.4,36132.34,39787.59,16.00
1995-11-17,23.4,25.8,22.0,7859.62,39732.71,3.96
1995-11-18,23.1,24.8,21.8,20384.71,39679.23,6.01
1995-11-19,22.9,26.4,19.8,21969.90,39627.18,8.72
1995-11-20,22.7,27.0,19.3,35921.55,39576.68,13.22
1995-11-21,22.2,27.2,18.0,35916.85,39527.71,16.82
1995-11-22,21.0,26.4,16.4,35910.30,39479.71,17.37
1995-11-23,21.6,26.2,16.3,35886.97,39432.65,16.71
1995-11-24,21.8,24.5,19.3,8341.08,39386.59,7.75
1995-11-25,20.8,25.2,17.0,25071.69,39341.59,11.03
1995-11-26,19.9,25.2,14.6,35866.29,39297.70,17.23
1995-11-27,18.5,24.2,12.7,35862.38,39254.97,17.40
1995-11-28,18.0,23.9,12.3,35859.91,39213.48,17.36
1995-11-29,18.1,24.0,12.6,35858.86,39173.29,17.21
1995-11-30,19.3,24.9,13.3,35859.21,39134.45,17.07
1995-12-01,20.4,26.5,15.5,35860.94,39097.03,16.65
1995-12-02,19.2,25.6,13.1,35864.03,39061.08,16.44
1995-12-03,17.5,23.6,11.2,35868.46,39026.68,17.18
1995-12-04,17.1,22.8,10.9,35874.19,38993.88,17.19
1995-12-05,17.1,23.3,11.0,35881.22,38962.74,16.86
1995-12-06,17.6,23.9,11.8,35889.52,38933.33,16.69
1995-12-07,18.2,24.4,12.1,35899.05,38905.71,16.43
1995-12-08,18.8,24.6,13.2,35909.82,38879.94,16.34
1995-12-09,19.3,24.9,14.0,35921.78,38856.08,13.86
1995-12-10,19.2,25.2,13.6,35934.93,38834.20,16.25
1995-12-11,19.7,25.7,13.5,35942.86,38814.31,16.37
1995-12-12,20.4,26.8,14.1,35922.53,38796.14,16.08
1995-12-13,20.6,26.4,14.7,35904.05,38779.68,16.00
1995-12-14,18.9,24.8,12.6,35884.22,38764.92,16.47
1995-12-15,19.5,24.9,12.6,35848.11,38751.88,16.29
1995-12-16,19.9,25.8,13.0,35812.32,38740.56,16.22
1995-12-17,19.9,25.6,13.0,35776.96,38730.98,16.30
1995-12-18,19.6,26.0,13.6,35742.13,38723.15,16.10
1995-12-19,18.8,24.5,12.5,35707.95,38717.07,16.37
1995-12-20,19.2,25.1,12.8,35674.48,38712.76,16.26
1995-12-21,20.1,25.1,13.5,35641.84,38710.21,16.15
1995-12-22,20.0,26.3,14.6,35610.14,38709.44,15.97
1995-12-23,21.3,27.7,15.3,35579.45,38710.45,15.61
1995-12-24,20.9,26.1,15.8,35549.89,38713.24,14.48
1995-12-25,20.9,26.4,15.7,35521.55,38717.83,15.09
1995-12-26,19.6,25.2,15.2,35494.52,38724.21,15.59
1995-12-27,19.2,24.4,14.4,35468.91,38732.39,15.17
1995-12-28,18.0,23.9,12.9,35444.80,38742.38,16.23
1995-12-29,17.8,23.8,12.2,35422.31,38754.16,16.24
1995-12-30,18.3,24.3,12.5,35401.50,38767.75,16.26
1995-12-31,19.2,24.9,13.3,35382.48,38783.17,16.07
1996-01-01,19.8,25.5,14.2,35364.80,38800.60,15.85
1996-01-02,20.4,25.6,14.9,35348.09,38820.03,14.26
1996-01-03,20.9,26.1,15.9,35361.88,38841.39,16.03
1996-01-04,20.7,25.0,16.1,35317.78,38864.64,12.92
1996-01-05,19.4,25.0,14.0,35327.36,38889.72,15.33
1996-01-06,19.9,24.9,13.6,34105.88,38916.58,14.79
1996-01-07,20.5,25.5,16.2,34931.23,38945.17,13.15
1996-01-08,19.6,25.7,14.6,33619.10,38975.42,14.62
1996-01-09,19.6,25.3,13.9,35337.61,39007.29,14.12
1996-01-10,20.2,25.2,13.5,28856.35,39040.72,13.92
1996-01-11,20.2,25.1,16.0,32168.70,39075.67,10.92
1996-01-12,19.7,25.5,13.8,34851.39,39112.06,16.45
1996-01-13,19.5,25.3,13.1,35724.42,39149.86,16.89
1996-01-14,20.6,25.9,15.6,35641.87,39189.00,15.69
1996-01-15,21.6,26.1,16.9,35465.87,39229.43,12.68
1996-01-16,22.0,27.6,17.4,35831.64,39271.10,14.78
1996-01-17,20.1,24.5,15.0,35746.60,39313.96,10.88
1996-01-18,19.8,24.1,14.9,24649.65,39357.95,12.37
1996-01-19,19.0,23.7,15.3,29820.05,39403.03,11.20
1996-01-20,18.1,23.3,12.6,32344.69,39449.23,13.20
1996-01-21,17.9,24.2,11.9,36393.47,39497.07,17.78
1996-01-22,17.7,24.0,11.7,36519.77,39546.54,18.08
1996-01-23,18.6,24.2,11.6,36650.38,39597.58,18.40
1996-01-24,19.6,26.7,11.8,36785.15,39650.10,18.30
1996-01-25,18.7,24.7,12.4,36904.95,39704.01,18.80
1996-01-26,19.2,25.6,11.7,36844.82,39759.23,18.31
1996-01-27,18.5,25.2,12.4,37026.00,39815.69,18.77
1996-01-28,18.3,25.4,11.6,37088.36,39873.30,19.11
1996-01-29,18.4,25.7,12.1,37151.85,39931.98,18.82
1996-01-30,17.1,24.7,10.4,37216.36,39991.67,19.34
1996-01-31,16.6,24.3,9.5,37281.79,40052.28,19.74
1996-02-01,17.5,25.1,9.7,37348.09,40113.75,19.88
1996-02-02,19.7,26.8,10.8,37415.14,40175.98,19.58
1996-02-03,20.7,27.6,12.8,37482.89,40238.91,18.88
1996-02-04,20.0,27.3,13.3,37551.25,40302.48,19.53
1996-02-05,20.5,27.4,12.8,37620.11,40366.61,19.55
1996-02-06,21.2,27.8,12.9,37689.43,40431.22,19.45
1996-02-07,21.8,28.3,14.6,37759.12,40496.26,19.28
1996-02-08,22.5,28.4,16.4,37829.10,40561.65,18.10
1996-02-09,22.6,28.8,16.1,37899.33,40627.44,18.86
1996-02-10,21.9,29.5,15.5,37970.40,40694.26,19.79
1996-02-11,22.4,28.7,15.2,38042.54,40762.14,18.97
1996-02-12,20.8,26.9,15.5,38115.66,40831.01,19.38
1996-02-13,19.9,26.2,14.5,38189.68,40900.79,20.48
1996-02-14,20.6,27.1,13.5,38264.50,40971.41,20.46
1996-02-15,21.4,27.9,13.0,38340.06,41042.80,20.74
1996-02-16,22.3,29.0,14.8,38416.27,41114.88,20.67
1996-02-17,21.9,28.6,15.2,38493.04,41187.57,21.19
1996-02-18,21.6,28.6,14.0,38535.88,41260.82,21.32
1996-02-19,22.4,30.3,14.2,38569.50,41334.55,21.41
1996-02-20,23.5,29.1,17.4,37059.20,41408.70,16.39
1996-02-21,22.8,27.1,19.5,37612.57,41483.19,14.12
1996-02-22,24.4,29.9,19.6,38667.55,41557.96,18.10
1996-02-23,24.0,30.5,17.9,35352.75,41632.95,17.46
1996-02-24,25.8,31.8,18.2,38730.59,41708.09,20.25
1996-02-25,26.7,33.1,22.4,38761.42,41783.32,20.60
1996-02-26,25.8,31.0,21.2,38791.80,41858.57,19.76
1996-02-27,24.9,30.3,19.6,38821.73,41933.79,17.88
1996-02-28,23.5,29.6,18.3,38851.20,42008.90,22.24
1996-02-29,23.8,30.3,16.8,38880.22,42083.95,21.30
1996-03-01,22.9,30.1,16.1,38908.66,42159.57,22.94
1996-03-02,24.1,30.7,15.9,38936.53,42235.78,22.64
1996-03-03,25.1,31.4,17.6,38979.21,42312.54,22.56
1996-03-04,24.9,30.7,19.2,38891.25,42389.77,20.80
1996-03-05,24.7,30.3,19.2,39019.58,42467.43,20.37
1996-03-06,25.3,31.1,18.8,39042.80,42545.47,19.85
1996-03-07,26.1,32.1,19.1,39128.95,42623.81,21.16
1996-03-08,27.4,34.4,21.0,39225.08,42702.41,22.99
1996-03-09,28.0,35.0,21.5,39326.02,42781.20,23.18
1996-03-10,27.5,34.3,20.7,39348.41,42860.14,22.85
1996-03-11,28.0,34.1,22.0,39455.55,42939.16,23.30
1996-03-12,28.9,35.6,22.5,39567.00,43018.22,23.62
1996-03-13,30.1,37.8,22.4,39682.59,43097.26,23.49
1996-03-14,29.5,36.4,24.1,39802.14,43176.22,23.62
1996-03-15,29.3,36.6,23.9,39732.51,43255.05,23.86
1996-03-16,29.7,36.8,24.1,39755.77,43333.69,23.61
1996-03-17,30.3,37.2,24.3,39879.19,43412.09,23.09
1996-03-18,30.3,36.6,24.0,39592.34,43490.20,22.85
1996-03-19,30.4,36.6,24.4,34471.07,43567.94,21.23
1996-03-20,29.3,36.1,24.2,39371.69,43645.39,22.44
1996-03-21,29.2,34.8,24.0,40516.16,43723.09,22.97
1996-03-22,28.8,35.2,24.2,40210.45,43801.08,23.05
1996-03-23,29.3,35.3,24.6,40801.19,43879.32,23.36
1996-03-24,28.4,33.9,24.2,40947.65,43957.76,22.54
1996-03-25,29.0,35.3,24.5,40391.86,44036.35,23.70
1996-03-26,27.6,34.1,24.1,40890.23,44115.04,21.05
1996-03-27,29.1,34.9,24.4,41280.89,44193.77,23.76
1996-03-28,28.9,33.8,25.0,40452.64,44272.51,20.48
1996-03-29,29.5,35.2,26.0,40097.60,44351.19,23.21
1996-03-30,29.6,35.3,25.9,40867.67,44429.77,23.16
1996-03-31,29.6,35.1,25.7,41145.34,44508.19,21.69
1996-04-01,27.9,34.3,20.3,40891.34,44586.40,24.98
1996-04-02,27.3,34.2,19.8,41990.94,44664.36,26.66
1996-04-03,27.9,34.2,22.1,41686.71,44741.99,24.22
1996-04-04,28.8,35.9,23.8,42102.84,44819.27,25.59
1996-04-05,28.9,36.0,23.6,42157.93,44896.12,24.77
1996-04-06,29.7,36.3,24.1,42212.33,44972.50,25.16
1996-04-07,30.3,37.6,24.7,42265.95,45048.35,24.83
1996-04-08,30.6,37.6,25.4,42318.72,45123.61,24.06
1996-04-09,30.6,37.0,25.6,42370.55,45198.32,25.20
1996-04-10,29.7,35.2,25.6,42421.91,45273.02,21.60
1996-04-11,29.8,34.5,25.1,42473.20,45347.73,23.55
1996-04-12,30.4,36.9,24.5,42524.35,45422.43,24.98
1996-04-13,30.7,37.3,24.1,37044.50,45497.04,23.72
1996-04-14,30.6,37.0,24.4,41158.19,45571.53,21.91
1996-04-15,31.0,37.6,24.2,42536.24,45645.84,24.39
1996-04-16,31.0,37.4,25.1,42726.34,45719.92,25.76
1996-04-17,30.6,36.9,25.8,42775.88,45793.71,23.75
1996-04-18,31.1,36.9,26.5,42824.90,45867.16,24.49
1996-04-19,32.0,38.7,27.2,42873.35,45940.20,25.06
1996-04-20,32.6,39.4,27.4,42921.16,46012.80,25.68
1996-04-21,32.8,39.2,27.2,42968.27,46084.87,25.86
1996-04-22,31.8,37.4,27.1,43014.61,46156.38,24.52
1996-04-23,30.8,37.0,25.9,43060.13,46227.26,24.04
